reference_number,reading_date,vendor,outdoor_temp_c,flow_temp_c,return_temp_c,dhw_actual_c,electrical_energy_kwh,thermal_energy_kwh,compressor_starts,defrost_cycles,error_code_raw,status_raw
 TH-02086,2026-07-28,A,20.5,30.5,23.3,48.4,0.89,3.3,9,0,,OK
 TH-02135,2026-07-28,A,20.5,32.5,27.5,47.9,2.05,7.0,11,0,,ok
 TH-02173,2026-07-28,B,20.5,,,,7008.0,,5,0,6021,0
 TH-02184,2026-07-28,B,20.5,,,,20342.6,,14,0,,0
 TH-02231,2026-07-28,B,20.5,,,,7627.8,,11,0,6021,0
 TH-02245,2026-07-28,B,20.5,,,,14984.4,,11,0,,0
 TH-02257,2026-07-28,B,20.5,,,,21329.3,,8,0,,0
 TH-02258,2026-07-28,B,20.5,,,,10402.0,,6,0,,0
 TH-02272,2026-07-28,B,20.5,,,,24901.0,,9,0,6021,0
 TH-02273,2026-07-28,B,20.5,,,,19855.8,,10,0,,0
 TH-02279,2026-07-28,B,20.5,32.3,25.8,,21140.9,,9,0,6021,0
 TH-02286,2026-07-28,B,20.5,,,,7633.4,,16,0,6021,0
 TH-02303,2026-07-28,C,20.5,,,,1.59,,,0,,OK
 TH-02311,2026-07-28,C,20.5,,,,1.44,,,0,,warn
 TH-02334,2026-07-28,C,20.5,,,,1.72,,,0,,
 TH-02346,2026-07-28,C,20.5,,,,1.17,,,0,,OK
 TH-02352,2026-07-28,C,20.5,,,,1.56,,,0,,OK
 TH-02399,2026-07-28,C,20.5,,,49.0,1.51,,,0,,warn
TH-02001,2026-07-28,A,20.5,31.3,23.9,50.3,1.89,6.3,4,0,,ok
TH-02002,2026-07-28,A,20.5,33.1,27.0,52.2,1.14,4.6,11,0,,OK
TH-02004,2026-07-28,A,20.5,32.1,25.3,51.2,1.5,6.6,11,0,,ok
TH-02005,2026-07-28,A,20.5,33.1,28.1,49.7,2.26,7.5,10,0,,OK
TH-02006,2026-07-28,A,20.5,31.7,30.7,50.4,2.5,6.5,11,0,,OK
TH-02007,2026-07-28,A,20.5,30.6,29.6,49.4,2.35,5.5,9,0,,ok
TH-02011,2026-07-28,A,20.5,30.6,23.7,52.6,2.07,6.8,7,0,,ok
TH-02012,2026-07-28,A,20.5,33.0,28.2,52.3,2.2,6.9,10,0,,OK
TH-02015,2026-07-28,A,20.5,31.7,26.5,51.9,1.55,6.0,16,0,,ok
TH-02016,2026-07-28,A,20.5,31.3,25.8,46.5,0.93,4.0,11,0,,OK
TH-02017,2026-07-28,A,20.5,33.3,27.4,46.9,1.31,4.1,11,0,,OK
TH-02019,2026-07-28,A,20.5,31.1,24.9,46.0,1.56,6.0,9,0,,OK
TH-02021,2026-07-28,A,20.5,32.1,26.5,51.3,1.66,6.2,12,0,,ok
TH-02025,2026-07-28,A,20.5,31.0,26.2,48.2,1.72,7.3,7,0,,ok
TH-02028,2026-07-28,A,20.5,32.1,25.6,51.7,1.29,4.5,9,0,,ok
TH-02030,2026-07-28,A,20.5,31.8,25.4,47.6,1.14,4.4,7,0,,ok
TH-02031,2026-07-28,A,20.5,32.7,26.1,50.3,1.73,7.2,5,0,,ok
TH-02032,2026-07-28,A,20.5,31.0,24.6,52.1,1.07,4.7,12,0,,OK
TH-02033,2026-07-28,A,20.5,31.4,24.9,47.5,1.71,5.9,14,0,,ok
TH-02035,2026-07-28,A,20.5,32.2,25.9,51.4,1.57,6.4,9,0,,ok
TH-02036,2026-07-28,A,20.5,31.5,24.7,51.3,1.77,7.3,7,0,,ok
TH-02037,2026-07-28,A,20.5,31.0,25.5,48.0,1.98,6.4,12,0,,OK
TH-02038,2026-07-28,A,20.5,30.9,29.7,46.2,1.51,4.4,12,0,E-211,OK
TH-02044,2026-07-28,A,20.5,32.7,26.9,46.6,0.81,3.1,11,0,,ok
TH-02045,2026-07-28,A,20.5,30.6,23.8,46.6,0.81,3.5,9,0,,OK
TH-02046,2026-07-28,A,20.5,32.5,26.2,46.2,2.0,6.9,10,0,,OK
TH-02048,2026-07-28,A,20.5,31.3,23.8,50.5,1.95,6.4,4,0,,OK
TH-02049,2026-07-28,A,20.5,31.4,26.5,48.8,1.45,4.8,8,0,,ok
TH-02050,2026-07-28,A,20.5,30.6,23.1,51.1,1.24,4.6,8,0,,OK
TH-02054,2026-07-28,A,20.5,33.1,25.8,48.1,1.05,4.5,11,0,,ok
TH-02055,2026-07-28,A,20.5,33.1,25.9,46.1,1.54,6.0,6,0,,ok
TH-02061,2026-07-28,A,20.5,32.9,26.5,49.8,1.16,4.9,10,0,,ok
TH-02063,2026-07-28,A,20.5,33.4,28.6,47.1,1.63,5.7,8,0,,ok
TH-02068,2026-07-28,A,20.5,31.0,25.2,49.3,1.77,5.8,10,0,,OK
TH-02071,2026-07-28,A,20.5,30.9,24.2,50.4,1.64,5.1,11,0,,OK
TH-02072,2026-07-28,A,20.5,31.6,24.6,52.1,1.47,6.0,6,0,,OK
TH-02073,2026-07-28,A,20.5,31.6,30.5,49.3,1.2,3.3,13,0,,OK
TH-02075,2026-07-28,A,20.5,32.6,25.6,51.0,1.37,4.9,10,0,,ok
TH-02077,2026-07-28,A,20.5,32.1,24.9,52.8,1.15,3.9,8,0,,OK
TH-02078,2026-07-28,A,20.5,33.1,26.0,52.6,1.71,5.9,7,0,,ok
TH-02081,2026-07-28,A,20.5,30.8,25.8,52.4,1.35,4.6,7,0,,ok
TH-02083,2026-07-28,A,20.5,33.1,26.2,51.9,0.75,3.1,8,0,,OK
TH-02084,2026-07-28,A,20.5,32.8,25.5,51.2,1.84,7.0,9,0,,ok
TH-02087,2026-07-28,A,20.5,32.0,24.7,49.6,1.7,6.7,7,0,,ok
TH-02090,2026-07-28,A,20.5,32.3,25.5,50.4,1.73,5.5,8,0,,ok
TH-02091,2026-07-28,A,20.5,30.8,29.4,48.5,2.97,7.0,15,0,E-211,warn
TH-02093,2026-07-28,A,20.5,32.9,27.4,48.7,0.83,3.5,5,0,,OK
TH-02094,2026-07-28,A,20.5,32.4,26.1,51.0,0.88,3.2,8,0,,ok
TH-02095,2026-07-28,A,20.5,31.8,26.2,51.5,1.0,3.7,5,0,,ok
TH-02097,2026-07-28,A,20.5,32.6,28.0,52.9,1.2,4.0,5,0,,ok
TH-02098,2026-07-28,A,20.5,33.0,28.1,50.7,1.19,4.9,5,0,,OK
TH-02099,2026-07-28,A,20.5,33.2,27.0,46.6,0.89,3.4,6,0,,OK
TH-02100,2026-07-28,A,20.5,30.8,24.7,51.9,1.71,7.4,5,0,,ok
TH-02101,2026-07-28,A,20.5,32.9,27.5,52.4,1.63,5.4,4,0,,OK
TH-02103,2026-07-28,A,20.5,33.2,27.2,52.4,1.24,4.5,14,0,,ok
TH-02109,2026-07-28,A,20.5,33.1,28.3,52.6,0.94,3.4,10,0,,ok
TH-02111,2026-07-28,A,20.5,32.4,26.0,49.4,1.14,4.9,3,0,,ok
TH-02112,2026-07-28,A,20.5,33.2,27.3,51.2,1.59,6.0,7,0,,OK
TH-02114,2026-07-28,A,20.5,30.5,25.0,52.9,1.04,3.4,12,0,,ok
TH-02118,2026-07-28,A,20.5,32.3,27.3,46.7,1.41,5.3,2,0,,OK
TH-02120,2026-07-28,A,20.5,31.0,25.4,51.5,0.87,3.4,11,0,,ok
TH-02121,2026-07-28,A,20.5,33.1,28.0,47.6,1.46,6.0,7,0,,OK
TH-02122,2026-07-28,A,20.5,31.0,23.7,46.8,1.36,5.0,5,0,,OK
TH-02124,2026-07-28,A,20.5,30.9,24.7,46.2,1.72,5.7,7,0,,ok
TH-02125,2026-07-28,A,20.5,33.0,28.4,52.0,1.69,6.6,11,0,,ok
TH-02126,2026-07-28,A,20.5,32.3,26.3,52.8,1.88,7.3,7,0,,OK
TH-02127,2026-07-28,A,20.5,32.6,27.5,50.0,1.87,6.2,9,0,,OK
TH-02130,2026-07-28,A,20.5,30.9,25.2,46.7,1.58,5.3,8,0,,OK
TH-02132,2026-07-28,A,20.5,31.5,30.4,51.0,1.48,4.1,5,0,,ok
TH-02133,2026-07-28,A,20.5,30.9,26.2,51.2,1.74,7.5,15,0,,OK
TH-02134,2026-07-28,A,20.5,31.8,26.9,48.7,1.62,6.7,13,0,,ok
TH-02136,2026-07-28,A,20.5,-999,27.5,48.4,1.66,5.2,11,0,,OK
TH-02137,2026-07-28,A,20.5,32.1,27.0,52.7,1.22,5.3,11,0,,OK
TH-02138,2026-07-28,A,20.5,31.3,26.1,46.7,1.09,4.0,8,0,,ok
TH-02140,2026-07-28,A,20.5,32.4,27.4,49.0,1.48,6.2,7,0,,ok
TH-02141,2026-07-28,B,20.5,,,,17225.9,,7,0,6021,0
TH-02144,2026-07-28,B,20.5,,,,12996.0,,5,0,,0
TH-02145,2026-07-28,B,20.5,,,,4864.7,,12,0,,0
TH-02146,2026-07-28,B,20.5,,,,24557.7,,11,0,6021,0
TH-02148,2026-07-28,B,20.5,,,,12954.5,,8,0,6021,0
TH-02149,2026-07-28,B,20.5,,,,8127.5,,8,0,6021,0
TH-02152,2026-07-28,B,20.5,,,,22573.4,,7,0,,0
TH-02155,2026-07-28,B,20.5,,,,4539.0,,12,0,6021,0
TH-02158,2026-07-28,B,20.5,,,,7127.2,,5,0,,0
TH-02159,2026-07-28,B,20.5,,,,12125.3,,12,0,6021,0
TH-02160,2026-07-28,B,20.5,,,,14993.9,,5,0,,0
TH-02161,2026-07-28,B,20.5,,,,8335.0,,12,0,,0
TH-02162,2026-07-28,B,20.5,,,,14704.9,,7,0,6021,0
TH-02165,2026-07-28,B,20.5,,,,15158.8,,13,0,6021,0
TH-02166,2026-07-28,B,20.5,33.5,26.0,,17585.1,,7,0,6021,0
TH-02168,2026-07-28,B,20.5,,,,13700.5,,12,0,,0
TH-02169,2026-07-28,B,20.5,,,,18517.0,,16,0,,0
TH-02170,2026-07-28,B,20.5,,,,11502.5,,10,0,,0
TH-02171,2026-07-28,B,20.5,,,,14121.7,,10,0,,0
TH-02175,2026-07-28,B,20.5,,,,12105.7,,5,0,,0
TH-02176,2026-07-28,B,20.5,,,,5469.9,,11,0,6021,0
TH-02177,2026-07-28,B,20.5,,,,12998.4,,4,0,6021,0
TH-02178,2026-07-28,B,20.5,,,,19557.8,,10,0,6021,0
TH-02180,2026-07-28,B,20.5,,,,11665.4,,6,0,,0
TH-02181,2026-07-28,B,20.5,32.7,25.5,,18797.4,,3,0,,0
TH-02182,2026-07-28,B,20.5,,,,21014.2,,40,0,,0
TH-02185,2026-07-28,B,20.5,,,,25279.3,,7,0,,0
TH-02187,2026-07-28,B,20.5,,,,13672.8,,2,0,,0
TH-02188,2026-07-28,B,20.5,,,,24545.4,,7,0,,0
TH-02190,2026-07-28,B,20.5,,,,24726.5,,13,0,,0
TH-02192,2026-07-28,B,20.5,,,,23437.7,,11,0,1188,2
TH-02194,2026-07-28,B,20.5,,,,19058.6,,6,0,6021,0
TH-02195,2026-07-28,B,20.5,,,,14887.4,,44,0,6021,0
TH-02196,2026-07-28,B,20.5,,,,25273.1,,10,0,,0
TH-02202,2026-07-28,B,20.5,,,,13873.2,,8,0,6021,0
TH-02204,2026-07-28,B,20.5,,,,5233.9,,10,0,6021,0
TH-02207,2026-07-28,B,20.5,,,,13728.8,,4,0,,0
TH-02213,2026-07-28,B,20.5,,,,9375.2,,9,0,6021,0
TH-02214,2026-07-28,B,20.5,,,,9179.0,,12,0,6021,0
TH-02215,2026-07-28,B,20.5,,,,18299.1,,11,0,,0
TH-02216,2026-07-28,B,20.5,,,,17217.7,,4,0,6021,0
TH-02221,2026-07-28,B,20.5,,,,16251.5,,39,0,3104,2
TH-02223,2026-07-28,B,20.5,,,,22290.7,,13,0,,0
TH-02224,2026-07-28,B,20.5,,,,8802.5,,10,0,3104,2
TH-02226,2026-07-28,B,20.5,,,,9791.8,,6,0,1188,2
TH-02228,2026-07-28,B,20.5,,,,23982.0,,10,0,,0
TH-02230,2026-07-28,B,20.5,32.5,26.5,,25676.6,,13,0,6021,0
TH-02234,2026-07-28,B,20.5,,,,13341.4,,11,0,,0
TH-02235,2026-07-28,B,20.5,,,,22730.8,,8,0,,0
TH-02236,2026-07-28,B,20.5,,,,4284.9,,7,0,,0
TH-02238,2026-07-28,B,20.5,,,,7824.8,,8,0,,0
TH-02239,2026-07-28,B,20.5,,,,17262.6,,8,0,,0
TH-02240,2026-07-28,B,20.5,,,,8102.4,,5,0,,0
TH-02243,2026-07-28,B,20.5,,,,11728.7,,10,0,,0
TH-02244,2026-07-28,B,20.5,,,,16924.5,,10,0,6021,0
TH-02246,2026-07-28,B,20.5,,,,15997.2,,7,0,,0
TH-02247,2026-07-28,B,20.5,,,,5531.0,,9,0,,0
TH-02248,2026-07-28,B,20.5,,,,23334.3,,9,0,,0
TH-02249,2026-07-28,B,20.5,,,,6944.9,,8,0,,0
TH-02250,2026-07-28,B,20.5,,,,11230.7,,4,0,7702,2
TH-02251,2026-07-28,B,20.5,,,,24506.9,,14,0,,0
TH-02255,2026-07-28,B,20.5,,,,12977.1,,2,0,,0
TH-02256,2026-07-28,B,20.5,,,,7900.8,,8,0,6021,0
TH-02259,2026-07-28,B,20.5,,,,12333.1,,16,0,6021,0
TH-02262,2026-07-28,B,20.5,,,,9228.3,,7,0,6021,0
TH-02265,2026-07-28,B,20.5,,,,22646.6,,35,0,6021,0
TH-02266,2026-07-28,B,20.5,,,,16164.8,,7,0,,0
TH-02267,2026-07-28,B,20.5,,,,11587.1,,9,0,,0
TH-02268,2026-07-28,B,20.5,,,,23875.8,,4,0,7702,2
TH-02269,2026-07-28,B,20.5,,,,12443.7,,12,0,6021,0
TH-02275,2026-07-28,B,20.5,,,,12390.8,,11,0,,0
TH-02277,2026-07-28,B,20.5,,,,17930.7,,12,0,,0
TH-02281,2026-07-28,B,20.5,,,,4303.5,,13,0,6021,0
TH-02285,2026-07-28,B,20.5,,,,12877.3,,6,0,6021,0
TH-02287,2026-07-28,B,20.5,,,,18070.8,,7,0,,0
TH-02290,2026-07-28,B,20.5,,,,7374.7,,38,0,3104,2
TH-02292,2026-07-28,C,20.5,,,,0.81,,,0,,
TH-02294,2026-07-28,C,20.5,,,,1.5,,,0,,OK
TH-02296,2026-07-28,C,20.5,,,,1.39,,,0,,OK
TH-02298,2026-07-28,C,20.5,,,,0.92,,,0,ALM_HP_LOWFLOW,OK
TH-02299,2026-07-28,C,20.5,,,,0.95,,,0,,warn
TH-02300,2026-07-28,C,20.5,,,47.0,0.86,,,0,,
TH-02302,2026-07-28,C,20.5,,,,1.08,,,0,,warn
TH-02309,2026-07-28,C,20.5,,,,1.08,,,0,,
TH-02312,2026-07-28,C,20.5,,,,0.84,,,0,ALM_HP_LOWFLOW,
TH-02313,2026-07-28,C,20.5,,,,1.37,,,0,,
TH-02314,2026-07-28,C,20.5,,,,0.92,,,0,,OK
TH-02316,2026-07-28,C,20.5,,,,1.11,,,0,,
TH-02317,2026-07-28,C,20.5,,,,2.19,,,0,,OK
TH-02319,2026-07-28,C,20.5,,,,1.19,,,0,,
TH-02322,2026-07-28,C,20.5,,,,1.55,,,0,,OK
TH-02323,2026-07-28,C,20.5,,,,1.91,,,0,,warn
TH-02324,2026-07-28,C,20.5,33.5,,,1.25,,,0,,OK
TH-02331,2026-07-28,C,20.5,,,,1.65,,,0,,warn
TH-02333,2026-07-28,C,20.5,,,,1.49,,,0,,OK
TH-02335,2026-07-28,C,20.5,,,,0.8,,,0,,warn
TH-02336,2026-07-28,C,20.5,,,,1.93,,,0,,warn
TH-02337,2026-07-28,C,20.5,,,,0.72,,,0,,
TH-02338,2026-07-28,C,20.5,,,,1.78,,,0,,OK
TH-02339,2026-07-28,C,20.5,,,,1.83,,,0,,
TH-02341,2026-07-28,C,20.5,,,,0.92,,,0,,OK
TH-02342,2026-07-28,C,20.5,,,,1.68,,,0,,OK
TH-02343,2026-07-28,C,20.5,,,52.3,1.4,,,0,,
TH-02344,2026-07-28,C,20.5,,,,1.13,,,0,,OK
TH-02345,2026-07-28,C,20.5,,,,1.31,,,0,,OK
TH-02347,2026-07-28,C,20.5,,,,0.99,,,0,,
TH-02348,2026-07-28,C,20.5,,,,1.83,,,0,,warn
TH-02354,2026-07-28,C,20.5,,,,1.17,,,0,ALM_HP_HP_SWITCH,OK
TH-02355,2026-07-28,C,20.5,,,,1.02,,,0,,OK
TH-02357,2026-07-28,C,20.5,,,,1.17,,,0,,warn
TH-02358,2026-07-28,C,20.5,,,,1.27,,,0,,
TH-02359,2026-07-28,C,20.5,,,,1.21,,,0,,
TH-02360,2026-07-28,C,20.5,,,,1.17,,,0,,
TH-02361,2026-07-28,C,20.5,,,,1.54,,,0,,
TH-02363,2026-07-28,C,20.5,,,,1.76,,,0,,OK
TH-02365,2026-07-28,C,20.5,,,,1.11,,,0,,
TH-02366,2026-07-28,C,20.5,,,,1.64,,,0,,OK
TH-02367,2026-07-28,C,20.5,,,,1.28,,,0,,warn
TH-02371,2026-07-28,C,20.5,,,,0.85,,,0,,OK
TH-02374,2026-07-28,C,20.5,,,,1.25,,,0,,warn
TH-02377,2026-07-28,C,20.5,,,,1.18,,,0,,warn
TH-02380,2026-07-28,C,20.5,,,,0.97,,,0,,
TH-02381,2026-07-28,C,20.5,,,,1.4,,,0,,warn
TH-02383,2026-07-28,C,20.5,,,,1.19,,,0,,
TH-02384,2026-07-28,C,20.5,,,,1.82,,,0,,OK
TH-02385,2026-07-28,C,20.5,,,,1.13,,,0,,
TH-02387,2026-07-28,C,20.5,,,,1.52,,,0,,OK
TH-02388,2026-07-28,C,20.5,,,,1.03,,,0,,warn
TH-02389,2026-07-28,C,20.5,,,,1.71,,,0,,
TH-02393,2026-07-28,C,20.5,,,,1.14,,,0,,warn
TH-02395,2026-07-28,C,20.5,,,,0.83,,,0,ALM_HP_LOWFLOW,
TH-02396,2026-07-28,C,20.5,,,,1.54,,,0,,warn
TH-02397,2026-07-28,C,20.5,,,50.6,1.29,,,0,,
TH-02398,2026-07-28,C,20.5,,,,1.79,,,0,ALM_HP_LOWFLOW,
TH-02400,2026-07-28,C,20.5,,,,1.1,,,0,,OK
th-02034,2026-07-28,A,20.5,33.0,26.5,49.7,1.41,5.0,10,0,,OK
th-02040,2026-07-28,A,20.5,32.4,25.5,51.7,1.4,5.6,7,0,,ok
th-02047,2026-07-28,A,20.5,31.6,24.4,50.6,1.59,5.7,5,0,,OK
th-02052,2026-07-28,A,20.5,32.3,24.8,47.8,1.06,3.7,10,0,,ok
th-02053,2026-07-28,A,20.5,31.8,26.0,47.2,0.73,3.2,8,0,,OK
th-02056,2026-07-28,A,20.5,31.0,24.1,46.8,1.34,4.3,4,0,,OK
th-02062,2026-07-28,A,20.5,31.5,25.8,47.1,1.33,5.3,4,0,,OK
th-02065,2026-07-28,A,20.5,32.6,27.1,51.9,1.47,6.0,15,0,,OK
th-02080,2026-07-28,A,20.5,30.9,26.3,49.6,0.75,3.0,4,0,,OK
th-02085,2026-07-28,A,20.5,32.0,27.3,49.1,1.09,4.3,9,0,,ok
th-02113,2026-07-28,A,20.5,33.2,27.2,52.1,1.23,4.9,9,0,,ok
th-02129,2026-07-28,A,20.5,31.6,25.5,50.2,1.63,6.9,4,0,,OK
th-02139,2026-07-28,A,20.5,32.2,27.2,49.0,1.25,5.2,3,0,,ok
th-02143,2026-07-28,B,20.5,,,,17968.8,,6,0,6021,0
th-02206,2026-07-28,B,20.5,,,,17451.6,,8,0,,0
th-02242,2026-07-28,B,20.5,,,,14392.0,,10,0,,0
th-02270,2026-07-28,B,20.5,,,,21985.1,,5,0,6021,0
th-02271,2026-07-28,B,20.5,,,,4994.7,,8,0,,0
th-02278,2026-07-28,B,20.5,,,,14870.5,,10,0,6021,0
th-02283,2026-07-28,B,20.5,,,,21397.8,,15,0,,0
th-02288,2026-07-28,B,20.5,,,,5476.1,,8,0,,0
th-02297,2026-07-28,C,20.5,,,,0.72,,,0,,warn
th-02307,2026-07-28,C,20.5,,,,0.99,,,0,,warn
th-02308,2026-07-28,C,20.5,,,,1.26,,,0,,OK
th-02340,2026-07-28,C,20.5,,,,1.07,,,0,,OK
th-02351,2026-07-28,C,20.5,,,,1.47,,,0,,warn
th-02375,2026-07-28,C,20.5,,,,1.57,,,0,,OK
th-02379,2026-07-28,C,20.5,,,,1.1,,,0,,warn
 TH-02002,2026-07-29,A,22.2,31.5,25.0,50.3,1.97,6.5,2,0,,OK
 TH-02006,2026-07-29,A,22.2,31.5,30.4,52.3,2.35,6.7,8,0,E-211,OK
 TH-02040,2026-07-29,A,22.2,32.3,26.4,46.4,1.68,6.4,7,0,,OK
 TH-02053,2026-07-29,A,22.2,32.6,25.8,47.8,1.62,5.7,13,0,,OK
 TH-02100,2026-07-29,A,22.2,30.8,24.2,46.9,0.92,4.0,5,0,,OK
 TH-02139,2026-07-29,A,22.2,33.2,26.3,51.6,1.67,6.7,11,0,,ok
 TH-02141,2026-07-29,B,22.2,,,,17227.4,,12,0,6021,0
 TH-02165,2026-07-29,B,22.2,,,,15159.6,,10,0,,0
 TH-02181,2026-07-29,B,22.2,,,,18798.5,,8,0,,0
 TH-02184,2026-07-29,B,22.2,,,,20343.7,,6,0,6021,0
 TH-02216,2026-07-29,B,22.2,,,,17219.3,,5,0,,0
 TH-02269,2026-07-29,B,22.2,,,,12444.9,,9,0,,0
 TH-02281,2026-07-29,B,22.2,,,,4304.4,,11,0,,0
 TH-02296,2026-07-29,C,22.2,,,,1.46,,,0,,
 TH-02299,2026-07-29,C,22.2,,,,1.63,,,0,,
 TH-02389,2026-07-29,C,22.2,,,,1.49,,,0,,warn
TH-02001,2026-07-29,A,22.2,30.8,25.3,48.1,1.71,7.5,10,0,,ok
TH-02005,2026-07-29,A,22.2,30.7,23.4,47.7,1.2,4.0,11,0,,OK
TH-02007,2026-07-29,A,22.2,30.9,30.0,52.9,2.33,6.7,7,0,,ok
TH-02008,2026-07-29,A,22.2,32.1,26.1,46.5,1.71,6.5,11,0,,ok
TH-02011,2026-07-29,A,22.2,30.7,24.2,47.8,1.8,7.3,12,0,,OK
TH-02012,2026-07-29,A,22.2,31.1,26.5,52.4,1.3,4.6,10,0,,OK
TH-02015,2026-07-29,A,22.2,32.1,27.5,52.8,1.19,4.2,7,0,,ok
TH-02016,2026-07-29,A,22.2,30.6,26.1,52.7,0.85,3.6,8,0,,OK
TH-02017,2026-07-29,A,22.2,30.7,25.5,46.6,1.73,6.9,11,0,,OK
TH-02019,2026-07-29,A,22.2,30.6,23.3,50.4,1.3,4.2,4,0,,ok
TH-02025,2026-07-29,A,22.2,31.1,24.7,50.9,2.02,6.5,14,0,,ok
TH-02028,2026-07-29,A,22.2,31.9,24.4,47.0,0.87,3.2,8,0,,ok
TH-02031,2026-07-29,A,22.2,33.1,27.3,51.0,1.35,4.5,6,0,,OK
TH-02032,2026-07-29,A,22.2,32.6,27.2,47.1,1.03,4.5,16,0,,OK
TH-02034,2026-07-29,A,22.2,32.1,26.0,48.2,1.08,4.7,7,0,,ok
TH-02035,2026-07-29,A,22.2,33.3,28.3,47.9,1.3,4.7,8,0,,ok
TH-02036,2026-07-29,A,22.2,32.0,25.9,49.5,1.6,7.0,9,0,,ok
TH-02037,2026-07-29,A,22.2,32.5,25.3,52.5,1.26,5.3,7,0,,OK
TH-02038,2026-07-29,A,22.2,31.8,30.7,49.6,2.02,4.5,16,0,E-211,OK
TH-02044,2026-07-29,A,22.2,32.4,25.7,46.0,1.09,3.6,3,0,,ok
TH-02045,2026-07-29,A,22.2,32.1,26.6,51.6,1.19,4.8,6,0,,ok
TH-02046,2026-07-29,A,22.2,32.8,26.7,52.5,1.16,4.9,6,0,,OK
TH-02047,2026-07-29,A,22.2,30.5,24.3,51.2,1.81,6.7,3,0,,OK
TH-02048,2026-07-29,A,22.2,33.4,26.4,49.2,0.87,3.3,12,0,,OK
TH-02049,2026-07-29,A,22.2,30.6,23.9,46.3,1.38,5.2,7,0,,OK
TH-02051,2026-07-29,A,22.2,33.0,26.3,47.5,0.75,3.2,8,0,,OK
TH-02052,2026-07-29,A,22.2,33.4,27.9,46.2,1.91,6.3,13,0,,OK
TH-02054,2026-07-29,A,22.2,30.9,25.7,51.0,0.88,3.3,8,0,,ok
TH-02055,2026-07-29,A,22.2,31.7,25.6,46.3,2.2,6.9,10,0,,ok
TH-02056,2026-07-29,A,22.2,33.1,26.3,48.5,1.88,7.3,9,0,,OK
TH-02061,2026-07-29,A,22.2,33.4,28.0,48.5,1.24,4.1,14,0,,ok
TH-02063,2026-07-29,A,22.2,33.2,28.3,48.2,2.22,7.3,11,0,,ok
TH-02065,2026-07-29,A,22.2,32.6,27.4,48.6,2.05,6.6,10,0,,OK
TH-02068,2026-07-29,A,22.2,31.1,24.3,48.6,1.78,6.6,10,0,,OK
TH-02072,2026-07-29,A,22.2,31.3,25.2,47.3,1.71,6.4,8,0,,ok
TH-02073,2026-07-29,A,22.2,32.3,31.5,51.3,1.21,3.6,12,0,E-211,OK
TH-02074,2026-07-29,A,22.2,33.3,27.9,46.9,1.84,7.5,5,0,,ok
TH-02076,2026-07-29,A,22.2,31.1,25.5,47.0,1.44,5.5,15,0,,ok
TH-02077,2026-07-29,A,22.2,32.0,27.3,48.3,1.95,7.1,7,0,,ok
TH-02078,2026-07-29,A,22.2,31.0,25.9,53.0,1.15,3.9,10,0,,OK
TH-02080,2026-07-29,A,22.2,30.6,25.3,49.6,1.87,6.2,7,0,,ok
TH-02081,2026-07-29,A,22.2,30.8,26.2,50.7,1.66,6.2,12,0,,OK
TH-02083,2026-07-29,A,22.2,31.4,25.2,51.1,1.44,5.2,11,0,E-317,OK
TH-02084,2026-07-29,A,22.2,30.9,25.5,51.6,1.66,6.9,5,0,,OK
TH-02085,2026-07-29,A,22.2,30.7,24.1,47.2,1.21,4.7,11,0,,ok
TH-02087,2026-07-29,A,22.2,31.0,24.7,50.1,1.25,5.0,10,0,,OK
TH-02090,2026-07-29,A,22.2,30.5,23.6,51.5,1.36,4.3,11,0,,ok
TH-02091,2026-07-29,A,22.2,31.0,29.9,46.4,1.32,3.7,6,0,,OK
TH-02093,2026-07-29,A,22.2,32.5,25.6,47.5,1.53,5.6,6,0,,ok
TH-02094,2026-07-29,A,22.2,31.1,26.6,47.1,1.02,3.7,7,0,,OK
TH-02095,2026-07-29,A,22.2,33.3,28.0,47.0,0.86,3.0,10,0,,OK
TH-02097,2026-07-29,A,22.2,33.4,27.9,51.6,1.72,7.2,3,0,,ok
TH-02099,2026-07-29,A,22.2,31.1,25.1,46.7,1.37,4.8,5,0,,OK
TH-02101,2026-07-29,A,22.2,30.6,24.1,52.7,1.84,5.8,9,0,,OK
TH-02103,2026-07-29,A,22.2,31.4,26.5,47.8,0.95,3.2,9,0,,OK
TH-02109,2026-07-29,A,22.2,32.3,26.7,49.3,1.52,4.8,11,0,,OK
TH-02111,2026-07-29,A,22.2,33.2,28.0,50.7,1.31,4.9,13,0,,ok
TH-02113,2026-07-29,A,22.2,32.3,25.9,50.0,0.97,4.1,5,0,,ok
TH-02114,2026-07-29,A,22.2,31.9,25.7,47.4,1.74,6.1,9,0,,OK
TH-02118,2026-07-29,A,22.2,31.8,25.3,49.8,0.92,3.9,6,0,,ok
TH-02120,2026-07-29,A,22.2,31.3,24.4,52.6,2.17,7.5,6,0,,OK
TH-02121,2026-07-29,A,22.2,31.6,26.2,51.9,1.74,5.9,11,0,,OK
TH-02122,2026-07-29,A,22.2,32.2,25.7,51.3,1.54,4.9,11,0,,ok
TH-02124,2026-07-29,A,22.2,32.2,25.6,49.7,1.5,5.4,9,0,,ok
TH-02125,2026-07-29,A,22.2,30.8,23.6,51.4,1.38,5.4,12,0,,ok
TH-02126,2026-07-29,A,22.2,32.7,25.3,52.3,1.33,4.9,5,0,,OK
